id,speaker_id,utterance_order,transcript_id,corpus_id,gloss,num_tokens,stem,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_id,target_child_age,target_child_name,target_child_sex,type,media_end,media_start,media_unit,collection_id,collection_name,num_morphemes,language
1581021,3372,2,4365,48,do you have something to hit make the music,9,do you have something to make the music,mod pro:per v pro:indef inf v det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,8,eng
1581197,3372,11,4365,48,a h hole,3,a hole,det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,2,eng
1581209,3372,12,4365,48,this that your necklace,4,this that your necklace,pro:dem pro:rel det:poss n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,4,eng
1581269,3372,15,4365,48,what,1,what,pro:int,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,1,eng
1581310,3372,17,4365,48,you wanna go in your bed,6,you wanna go in your bed,pro:per mod:aux v prep det:poss n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,6,eng
1581360,3372,19,4365,48,no no no no no no,6,no no no no no no,co co co co co co,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,6,eng
1581384,3372,20,4365,48,we're gonna stay here,4,we gonna stay here,pro:sub mod:aux cop adv,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,5,eng
1581427,3372,22,4365,48,your bag of papers,4,your bag of paper,det:poss n prep n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,5,eng
1581474,3372,24,4365,48,why,1,why,adv:int,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,1,eng
1581498,3372,26,4365,48,well your bag of papers,5,well your bag of paper,co det:poss n prep n,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,6,eng
1581527,3372,27,4365,48,I know where your paper is,6,I know where your paper be,pro:sub v adv:int det:poss n cop,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,7,eng
1581542,3372,28,4365,48,right over there,3,right over there,adv prep adv,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1581560,3372,29,4365,48,get your bag,3,get your bag,v det:poss n,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1581573,3372,30,4365,48,come back,2,come back,v adv,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,2,eng
1581613,3372,33,4365,48,do you have any stickers in there,7,do you have any sticker in there,mod pro:per v qn v adv adv,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,8,eng
1581693,3372,37,4365,48,are these your shears,4,be these your shear,cop det:dem det:poss n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,6,eng
1581734,3372,39,4365,48,are they the your scissors or your shears,8,be they your scissors or your shear,cop pro:sub det:poss n coord det:poss n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,9,eng
1581806,3372,43,4365,48,can we put em in the hole,7,can we put them in the hole,mod pro:sub v pro:obj prep det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,8,eng
1581849,3372,44,4365,48,find the star,3,find the star,v det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1581867,3372,45,4365,48,find the star,3,find the star,v det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,3,eng
1581881,3372,46,4365,48,let's put it in the hole,6,let put it in the hole,v v pro:per prep det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,8,eng
1581918,3372,48,4365,48,here it is,3,here it be,adv pro:per cop,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,4,eng
1581932,3372,49,4365,48,there it goes,3,there it go,adv pro:per v,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,4,eng
1581949,3372,50,4365,48,okay,1,okay,co,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1581975,3372,52,4365,48,what's that,2,what that,pro:int pro:dem,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,3,eng
1581988,3372,53,4365,48,what's that,2,what that,pro:int pro:dem,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,3,eng
1581999,3372,54,4365,48,that's a circle,3,that a circle,pro:dem det:art n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,4,eng
1582042,3372,57,4365,48,oblong,1,oblong,adj,FAT,NA,Father,3371,806.375,Jimmy,male,declarative,NA,NA,NA,3,Eng-NA,1,eng
1582064,3372,59,4365,48,what's that,2,what that,pro:int pro:dem,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,3,eng
1582077,3372,60,4365,48,what do you have in your hand,7,what do you have in your hand,pro:int mod pro:per v prep det:poss n,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,7,eng
1582106,3372,61,4365,48,what's that,2,what that,pro:int pro:dem,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,3,eng
1582123,3372,62,4365,48,what is that,3,what be that,pro:int cop pro:dem,FAT,NA,Father,3371,806.375,Jimmy,male,question,NA,NA,NA,3,Eng-NA,4,eng
